Date,Open,High,Low,Close,Adj Close,Volume
2015-10-29,54300.000000,55300.000000,54200.000000,54800.000000,54800.000000,511535
2015-10-30,54800.000000,55900.000000,54300.000000,55800.000000,55800.000000,979684
2015-11-02,55900.000000,55900.000000,55000.000000,55700.000000,55700.000000,586068
2015-11-03,56300.000000,58500.000000,56300.000000,58300.000000,58300.000000,1763438
2015-11-04,59000.000000,59400.000000,57300.000000,57700.000000,57700.000000,1357007
2015-11-05,58100.000000,58400.000000,56600.000000,56900.000000,56900.000000,654688
2015-11-06,56900.000000,57500.000000,56300.000000,56800.000000,56800.000000,524561
2015-11-09,57000.000000,58300.000000,57000.000000,58000.000000,58000.000000,711681
2015-11-10,58500.000000,59200.000000,57600.000000,58100.000000,58100.000000,944039
2015-11-11,57500.000000,58100.000000,55600.000000,57100.000000,57100.000000,1001198
2015-11-12,57100.000000,58200.000000,57100.000000,58200.000000,58200.000000,882201
2015-11-13,57000.000000,57500.000000,56500.000000,56700.000000,56700.000000,705341
2015-11-16,55800.000000,57500.000000,55500.000000,56900.000000,56900.000000,1194159
2015-11-17,57100.000000,57500.000000,55700.000000,56000.000000,56000.000000,1009983
2015-11-18,56300.000000,56800.000000,55400.000000,55700.000000,55700.000000,1209548
2015-11-19,55700.000000,56600.000000,55700.000000,56400.000000,56400.000000,821088
2015-11-20,55800.000000,56300.000000,55400.000000,55600.000000,55600.000000,362166
2015-11-23,55300.000000,55400.000000,53000.000000,55000.000000,55000.000000,604478
2015-11-24,54600.000000,55600.000000,54600.000000,55400.000000,55400.000000,485979
2015-11-25,55100.000000,55200.000000,53300.000000,53500.000000,53500.000000,844855
2015-11-26,53900.000000,54400.000000,53600.000000,53900.000000,53900.000000,547741
2015-11-27,54400.000000,54500.000000,53300.000000,53700.000000,53700.000000,340636
2015-11-30,53700.000000,54100.000000,52500.000000,52500.000000,52500.000000,1493008
2015-12-01,52500.000000,55800.000000,52500.000000,55800.000000,55800.000000,1392293
2015-12-02,55900.000000,57100.000000,54800.000000,55300.000000,55300.000000,708697
2015-12-03,55300.000000,55500.000000,53800.000000,54200.000000,54200.000000,656369
2015-12-04,54200.000000,54700.000000,53800.000000,54300.000000,54300.000000,397755
2015-12-07,54600.000000,55100.000000,53900.000000,53900.000000,53900.000000,465103
2015-12-08,53600.000000,54400.000000,53000.000000,53100.000000,53100.000000,621352
2015-12-09,52400.000000,53800.000000,50500.000000,53300.000000,53300.000000,1137811
2015-12-10,53400.000000,54000.000000,52800.000000,54000.000000,54000.000000,996168
2015-12-11,53700.000000,54100.000000,51600.000000,52200.000000,52200.000000,1501220
2015-12-14,51600.000000,53900.000000,51400.000000,53600.000000,53600.000000,912568
2015-12-15,53600.000000,53900.000000,52800.000000,53200.000000,53200.000000,554386
2015-12-16,54200.000000,55700.000000,53500.000000,55100.000000,55100.000000,878567
2015-12-17,56000.000000,56000.000000,54700.000000,55500.000000,55500.000000,752097
2015-12-18,54900.000000,55900.000000,54500.000000,55900.000000,55900.000000,850335
2015-12-21,55700.000000,55800.000000,54000.000000,54200.000000,54200.000000,942583
2015-12-22,54100.000000,54800.000000,53500.000000,54600.000000,54600.000000,640404
2015-12-23,54400.000000,54900.000000,53800.000000,54000.000000,54000.000000,809434
2015-12-24,54300.000000,54800.000000,53800.000000,53800.000000,53800.000000,484564
2015-12-28,54100.000000,54100.000000,52300.000000,52300.000000,52300.000000,1067224
2015-12-29,52000.000000,53400.000000,51900.000000,53100.000000,53100.000000,572765
2015-12-30,52800.000000,53200.000000,52000.000000,52600.000000,52600.000000,539792
2016-01-04,51700.000000,51800.000000,50600.000000,50800.000000,50800.000000,1016680
2016-01-05,50100.000000,51300.000000,50000.000000,50700.000000,50700.000000,989919
2016-01-06,50300.000000,51100.000000,49100.000000,49400.000000,49400.000000,1571397
2016-01-07,49250.000000,50400.000000,49200.000000,49300.000000,49300.000000,764448
2016-01-08,48350.000000,49200.000000,47800.000000,48500.000000,48500.000000,1129958
2016-01-11,47550.000000,49950.000000,47400.000000,49600.000000,49600.000000,929744
2016-01-12,50400.000000,50400.000000,49300.000000,49650.000000,49650.000000,894682
2016-01-13,50100.000000,50500.000000,49050.000000,49200.000000,49200.000000,833639
2016-01-14,48700.000000,51000.000000,48500.000000,50300.000000,50300.000000,1658154
2016-01-15,50500.000000,50600.000000,49200.000000,49550.000000,49550.000000,964367
2016-01-18,48100.000000,49600.000000,47500.000000,48700.000000,48700.000000,1166966
2016-01-19,48400.000000,49150.000000,48400.000000,49000.000000,49000.000000,664986
2016-01-20,49150.000000,49300.000000,46800.000000,47150.000000,47150.000000,1070547
2016-01-21,47150.000000,47800.000000,46550.000000,46650.000000,46650.000000,1042988
2016-01-22,47300.000000,48500.000000,47150.000000,47700.000000,47700.000000,715817
2016-01-25,48500.000000,48550.000000,47950.000000,48100.000000,48100.000000,483070
2016-01-26,48000.000000,48000.000000,46250.000000,47100.000000,47100.000000,1051919
2016-01-27,46550.000000,48650.000000,46550.000000,48600.000000,48600.000000,949047
2016-01-28,47350.000000,48450.000000,47250.000000,47400.000000,47400.000000,1343807
